bbox_x1,bbox_y1,bbox_x2,bbox_y2,label,fname,labels
67,97,496,272,50,cars_train/01509.jpg,Cadillac CTS-V Sedan 2012
116,92,387,210,179,cars_train/01510.jpg,Spyker C8 Coupe 2009
32,93,615,390,51,cars_train/01511.jpg,Cadillac SRX SUV 2012
233,327,1141,713,25,cars_train/01512.jpg,BMW ActiveHybrid 5 Sedan 2012
74,115,601,399,194,cars_train/01513.jpg,Volvo XC90 SUV 2007
18,59,444,292,126,cars_train/01514.jpg,Honda Odyssey Minivan 2007
131,261,1071,733,168,cars_train/01517.jpg,Nissan NV Passenger Van 2012
24,98,573,352,193,cars_train/01518.jpg,Volvo 240 Sedan 1993
45,241,990,556,50,cars_train/01519.jpg,Cadillac CTS-V Sedan 2012
14,29,213,105,28,cars_train/01520.jpg,BMW 3 Series Sedan 2012
123,187,494,324,150,cars_train/01521.jpg,Lamborghini Aventador Coupe 2012
42,8,465,280,99,cars_train/01525.jpg,FIAT 500 Convertible 2012
240,46,740,302,96,cars_train/01526.jpg,Dodge Charger SRT-8 2009
25,35,581,387,95,cars_train/01527.jpg,Dodge Charger Sedan 2012
24,38,276,179,130,cars_train/01528.jpg,Hyundai Santa Fe SUV 2012
40,65,774,494,153,cars_train/01529.jpg,Land Rover Range Rover SUV 2012
79,259,924,699,181,cars_train/01530.jpg,Suzuki Kizashi Sedan 2012
15,28,251,181,187,cars_train/01531.jpg,Toyota Corolla Sedan 2012
35,66,573,420,64,cars_train/01533.jpg,Chevrolet Avalanche Crew Cab 2012
128,185,901,623,18,cars_train/01534.jpg,Audi TT Hatchback 2011
8,29,444,213,1,cars_train/01535.jpg,Acura RL Sedan 2012
44,15,234,175,124,cars_train/01536.jpg,HUMMER H2 SUT Crew Cab 2009
79,163,539,393,6,cars_train/01537.jpg,Acura ZDX Hatchback 2012
20,47,295,196,194,cars_train/01539.jpg,Volvo XC90 SUV 2007
9,27,187,120,189,cars_train/01540.jpg,Volkswagen Golf Hatchback 2012
34,89,402,261,87,cars_train/01541.jpg,Dodge Sprinter Cargo Van 2009
78,59,557,402,72,cars_train/01542.jpg,Chevrolet Malibu Sedan 2007
14,44,250,169,161,cars_train/01543.jpg,Mercedes-Benz C-Class Sedan 2012
91,45,721,538,92,cars_train/01545.jpg,Dodge Challenger SRT8 2011
85,174,967,654,74,cars_train/01546.jpg,Chevrolet Silverado 1500 Regular Cab 2012
90,65,878,403,93,cars_train/01547.jpg,Dodge Durango SUV 2012
603,287,1435,711,166,cars_train/01548.jpg,Mitsubishi Lancer Sedan 2012
1,3,799,600,111,cars_train/01549.jpg,Ford GT Coupe 2006
156,192,572,336,186,cars_train/01550.jpg,Toyota Camry Sedan 2012
85,51,397,206,162,cars_train/01551.jpg,Mercedes-Benz SL-Class Coupe 2009
84,100,508,335,40,cars_train/01552.jpg,Bentley Mulsanne Sedan 2011
109,63,488,350,27,cars_train/01553.jpg,BMW 1 Series Coupe 2012
14,67,612,443,80,cars_train/01556.jpg,Chrysler PT Cruiser Convertible 2008
17,73,631,431,49,cars_train/01557.jpg,Buick Enclave SUV 2012
188,220,434,348,100,cars_train/01558.jpg,Ferrari FF Coupe 2012
45,77,592,479,77,cars_train/01559.jpg,Chrysler Town and Country Minivan 2012
89,71,606,464,118,cars_train/01560.jpg,GMC Savana Van 2012
37,186,1235,884,169,cars_train/01561.jpg,Nissan Juke Hatchback 2012
106,1,552,242,115,cars_train/01562.jpg,Ford E-Series Wagon Van 2012
15,27,480,344,145,cars_train/01563.jpg,Jeep Wrangler SUV 2012
13,46,321,194,164,cars_train/01565.jpg,Mercedes-Benz S-Class Sedan 2012
39,68,579,402,186,cars_train/01566.jpg,Toyota Camry Sedan 2012
87,207,567,446,175,cars_train/01567.jpg,Rolls-Royce Ghost Sedan 2012
57,128,524,336,172,cars_train/01569.jpg,Porsche Panamera Sedan 2012
39,44,231,153,135,cars_train/01570.jpg,Hyundai Accent Sedan 2012
4,70,555,319,79,cars_train/01572.jpg,Chrysler Crossfire Convertible 2008
47,180,940,680,54,cars_train/01573.jpg,Chevrolet Corvette Convertible 2012
151,114,689,349,102,cars_train/01574.jpg,Ferrari 458 Italia Convertible 2012
116,134,477,328,103,cars_train/01575.jpg,Ferrari 458 Italia Coupe 2012
4,109,580,329,79,cars_train/01577.jpg,Chrysler Crossfire Convertible 2008
47,82,614,378,10,cars_train/01578.jpg,Aston Martin Virage Coupe 2012
190,780,3349,1956,36,cars_train/01579.jpg,BMW X3 SUV 2012
46,12,260,170,32,cars_train/01580.jpg,BMW X6 SUV 2012
29,35,560,358,10,cars_train/01581.jpg,Aston Martin Virage Coupe 2012
91,61,543,408,120,cars_train/01583.jpg,GMC Acadia SUV 2012
151,337,1315,1063,175,cars_train/01584.jpg,Rolls-Royce Ghost Sedan 2012
207,205,782,471,152,cars_train/01585.jpg,Lamborghini Diablo Coupe 2001
33,1,183,193,150,cars_train/01586.jpg,Lamborghini Aventador Coupe 2012
32,162,2577,1730,169,cars_train/01587.jpg,Nissan Juke Hatchback 2012
21,77,590,339,102,cars_train/01588.jpg,Ferrari 458 Italia Convertible 2012
35,120,605,413,14,cars_train/01589.jpg,Audi R8 Coupe 2012
35,147,665,360,186,cars_train/01590.jpg,Toyota Camry Sedan 2012
73,105,282,256,145,cars_train/01592.jpg,Jeep Wrangler SUV 2012
48,55,744,559,37,cars_train/01593.jpg,BMW Z4 Convertible 2012
366,327,2257,1427,182,cars_train/01594.jpg,Suzuki SX4 Hatchback 2012
35,54,595,415,194,cars_train/01595.jpg,Volvo XC90 SUV 2007
14,45,434,305,162,cars_train/01596.jpg,Mercedes-Benz SL-Class Coupe 2009
47,72,556,371,119,cars_train/01597.jpg,GMC Yukon Hybrid SUV 2012
179,121,488,406,110,cars_train/01598.jpg,Ford Ranger SuperCab 2011
19,41,249,115,71,cars_train/01599.jpg,Chevrolet Monte Carlo Coupe 2007
30,73,619,401,23,cars_train/01600.jpg,Audi S4 Sedan 2007
63,46,742,328,120,cars_train/01601.jpg,GMC Acadia SUV 2012
207,111,836,430,153,cars_train/01602.jpg,Land Rover Range Rover SUV 2012
50,93,696,403,48,cars_train/01604.jpg,Buick Verano Sedan 2012
30,29,216,150,71,cars_train/01605.jpg,Chevrolet Monte Carlo Coupe 2007
12,35,278,183,79,cars_train/01606.jpg,Chrysler Crossfire Convertible 2008
6,40,250,157,12,cars_train/01608.jpg,Audi A5 Coupe 2012
4,9,98,76,17,cars_train/01609.jpg,Audi 100 Wagon 1994
6,28,296,207,98,cars_train/01611.jpg,FIAT 500 Abarth 2012
70,54,387,191,68,cars_train/01612.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
22,45,414,270,31,cars_train/01613.jpg,BMW X5 SUV 2007
27,62,594,239,46,cars_train/01614.jpg,Buick Regal GS 2012
41,130,564,336,51,cars_train/01615.jpg,Cadillac SRX SUV 2012
51,52,344,265,187,cars_train/01618.jpg,Toyota Corolla Sedan 2012
244,433,1321,1075,97,cars_train/01619.jpg,Eagle Talon Hatchback 1998
29,25,471,315,15,cars_train/01620.jpg,Audi V8 Sedan 1994
166,103,1402,1114,145,cars_train/01621.jpg,Jeep Wrangler SUV 2012
70,249,953,590,59,cars_train/01622.jpg,Chevrolet HHR SS 2010
18,13,343,283,135,cars_train/01623.jpg,Hyundai Accent Sedan 2012
54,89,494,307,28,cars_train/01624.jpg,BMW 3 Series Sedan 2012
76,136,1546,988,155,cars_train/01625.jpg,Lincoln Town Car Sedan 2011
79,95,578,428,120,cars_train/01626.jpg,GMC Acadia SUV 2012
35,32,238,163,53,cars_train/01627.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
24,76,442,322,106,cars_train/01628.jpg,Ford Mustang Convertible 2007
78,34,585,404,179,cars_train/01629.jpg,Spyker C8 Coupe 2009
112,25,698,504,105,cars_train/01630.jpg,Ford F-450 Super Duty Crew Cab 2012
71,1,850,599,129,cars_train/01631.jpg,Hyundai Veloster Hatchback 2012
118,53,217,230,151,cars_train/01632.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
196,108,460,266,156,cars_train/01633.jpg,MINI Cooper Roadster Convertible 2012
6,32,294,170,159,cars_train/01634.jpg,McLaren MP4-12C Coupe 2012
67,102,597,393,120,cars_train/01635.jpg,GMC Acadia SUV 2012
27,101,619,435,85,cars_train/01636.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
22,206,514,363,11,cars_train/01640.jpg,Audi RS 4 Convertible 2008
35,75,614,392,164,cars_train/01641.jpg,Mercedes-Benz S-Class Sedan 2012
13,122,480,286,125,cars_train/01642.jpg,Honda Odyssey Minivan 2012
20,21,409,278,82,cars_train/01645.jpg,Dodge Caliber Wagon 2012
123,395,944,774,106,cars_train/01646.jpg,Ford Mustang Convertible 2007
8,21,247,170,53,cars_train/01647.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
29,35,236,167,130,cars_train/01648.jpg,Hyundai Santa Fe SUV 2012
25,140,615,336,73,cars_train/01649.jpg,Chevrolet Silverado 1500 Extended Cab 2012
28,27,277,155,39,cars_train/01650.jpg,Bentley Arnage Sedan 2009
47,18,259,156,64,cars_train/01652.jpg,Chevrolet Avalanche Crew Cab 2012
6,30,270,162,161,cars_train/01653.jpg,Mercedes-Benz C-Class Sedan 2012
76,290,1218,697,62,cars_train/01654.jpg,Chevrolet Sonic Sedan 2012
20,195,734,439,121,cars_train/01655.jpg,GMC Canyon Extended Cab 2012
29,2,273,159,31,cars_train/01656.jpg,BMW X5 SUV 2007
58,100,1333,814,148,cars_train/01657.jpg,Jeep Compass SUV 2012
177,382,1465,872,129,cars_train/01659.jpg,Hyundai Veloster Hatchback 2012
12,17,271,284,99,cars_train/01660.jpg,FIAT 500 Convertible 2012
30,36,734,240,172,cars_train/01662.jpg,Porsche Panamera Sedan 2012
8,77,500,268,26,cars_train/01663.jpg,BMW 1 Series Convertible 2012
21,16,493,262,125,cars_train/01664.jpg,Honda Odyssey Minivan 2012
42,61,433,288,145,cars_train/01667.jpg,Jeep Wrangler SUV 2012
24,156,448,419,118,cars_train/01668.jpg,GMC Savana Van 2012
24,71,611,423,132,cars_train/01669.jpg,Hyundai Veracruz SUV 2012
9,16,204,136,189,cars_train/01670.jpg,Volkswagen Golf Hatchback 2012
15,67,398,253,32,cars_train/01672.jpg,BMW X6 SUV 2012
56,146,575,403,80,cars_train/01673.jpg,Chrysler PT Cruiser Convertible 2008
180,43,870,713,166,cars_train/01674.jpg,Mitsubishi Lancer Sedan 2012
49,59,591,273,34,cars_train/01675.jpg,BMW M5 Sedan 2010
130,169,1537,1156,97,cars_train/01676.jpg,Eagle Talon Hatchback 1998
14,137,621,429,63,cars_train/01679.jpg,Chevrolet Express Cargo Van 2007
37,137,997,602,8,cars_train/01680.jpg,Aston Martin V8 Vantage Coupe 2012
69,282,1197,785,32,cars_train/01681.jpg,BMW X6 SUV 2012
19,55,244,160,85,cars_train/01683.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
71,204,686,371,150,cars_train/01684.jpg,Lamborghini Aventador Coupe 2012
205,34,1333,864,105,cars_train/01688.jpg,Ford F-450 Super Duty Crew Cab 2012
16,54,295,158,79,cars_train/01689.jpg,Chrysler Crossfire Convertible 2008
23,34,190,96,69,cars_train/01690.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
55,158,961,677,49,cars_train/01691.jpg,Buick Enclave SUV 2012
79,300,627,589,139,cars_train/01692.jpg,Hyundai Azera Sedan 2012
40,43,988,701,130,cars_train/01693.jpg,Hyundai Santa Fe SUV 2012
25,96,637,399,73,cars_train/01694.jpg,Chevrolet Silverado 1500 Extended Cab 2012
29,45,228,167,130,cars_train/01695.jpg,Hyundai Santa Fe SUV 2012
43,30,247,147,187,cars_train/01696.jpg,Toyota Corolla Sedan 2012
112,31,496,348,117,cars_train/01697.jpg,GMC Terrain SUV 2012
57,67,256,179,122,cars_train/01698.jpg,Geo Metro Convertible 1993
19,18,254,198,188,cars_train/01699.jpg,Toyota 4Runner SUV 2012
42,77,573,431,17,cars_train/01700.jpg,Audi 100 Wagon 1994
82,42,254,159,94,cars_train/01701.jpg,Dodge Durango SUV 2007
97,77,495,405,59,cars_train/01702.jpg,Chevrolet HHR SS 2010
123,35,487,297,45,cars_train/01703.jpg,Bugatti Veyron 16.4 Coupe 2009
28,28,378,239,83,cars_train/01704.jpg,Dodge Caliber Wagon 2007
22,101,380,235,2,cars_train/01705.jpg,Acura TL Sedan 2012
19,74,381,232,6,cars_train/01706.jpg,Acura ZDX Hatchback 2012
79,165,744,556,55,cars_train/01707.jpg,Chevrolet Corvette ZR1 2012
80,169,366,254,45,cars_train/01708.jpg,Bugatti Veyron 16.4 Coupe 2009
236,133,472,319,95,cars_train/01709.jpg,Dodge Charger Sedan 2012
149,76,1497,937,54,cars_train/01710.jpg,Chevrolet Corvette Convertible 2012
231,72,1007,667,153,cars_train/01711.jpg,Land Rover Range Rover SUV 2012
25,237,606,447,70,cars_train/01712.jpg,Chevrolet Express Van 2007
43,237,515,445,170,cars_train/01713.jpg,Nissan 240SX Coupe 1998
25,61,583,277,25,cars_train/01714.jpg,BMW ActiveHybrid 5 Sedan 2012
19,114,620,426,12,cars_train/01715.jpg,Audi A5 Coupe 2012
9,51,489,295,152,cars_train/01717.jpg,Lamborghini Diablo Coupe 2001
65,132,1790,1150,148,cars_train/01718.jpg,Jeep Compass SUV 2012
9,147,1022,612,166,cars_train/01720.jpg,Mitsubishi Lancer Sedan 2012
21,47,615,408,95,cars_train/01721.jpg,Dodge Charger Sedan 2012
7,129,796,475,157,cars_train/01723.jpg,Maybach Landaulet Convertible 2012
67,177,626,480,114,cars_train/01724.jpg,Ford Focus Sedan 2007
211,73,645,352,177,cars_train/01725.jpg,Scion xD Hatchback 2012
73,97,587,375,161,cars_train/01726.jpg,Mercedes-Benz C-Class Sedan 2012
32,1,511,236,125,cars_train/01727.jpg,Honda Odyssey Minivan 2012
27,27,249,160,155,cars_train/01728.jpg,Lincoln Town Car Sedan 2011
15,113,469,317,149,cars_train/01729.jpg,Lamborghini Reventon Coupe 2008
59,172,593,359,149,cars_train/01730.jpg,Lamborghini Reventon Coupe 2008
80,78,400,326,66,cars_train/01731.jpg,Chevrolet Malibu Hybrid Sedan 2010
194,364,1292,837,12,cars_train/01733.jpg,Audi A5 Coupe 2012
237,435,1000,876,139,cars_train/01734.jpg,Hyundai Azera Sedan 2012
27,41,635,459,131,cars_train/01737.jpg,Hyundai Tucson SUV 2012
14,38,224,173,133,cars_train/01738.jpg,Hyundai Sonata Hybrid Sedan 2012
41,71,488,309,194,cars_train/01739.jpg,Volvo XC90 SUV 2007
52,31,423,275,138,cars_train/01741.jpg,Hyundai Elantra Touring Hatchback 2012
11,9,255,182,130,cars_train/01742.jpg,Hyundai Santa Fe SUV 2012
39,201,1003,681,79,cars_train/01743.jpg,Chrysler Crossfire Convertible 2008
39,64,558,215,143,cars_train/01744.jpg,Jaguar XK XKR 2012
24,49,996,767,70,cars_train/01745.jpg,Chevrolet Express Van 2007
28,155,860,403,78,cars_train/01746.jpg,Chrysler 300 SRT-8 2010
92,77,585,409,168,cars_train/01747.jpg,Nissan NV Passenger Van 2012
69,181,424,373,129,cars_train/01748.jpg,Hyundai Veloster Hatchback 2012
7,52,130,129,156,cars_train/01749.jpg,MINI Cooper Roadster Convertible 2012
51,57,590,402,2,cars_train/01750.jpg,Acura TL Sedan 2012
70,164,905,698,131,cars_train/01754.jpg,Hyundai Tucson SUV 2012
514,43,1063,360,159,cars_train/01756.jpg,McLaren MP4-12C Coupe 2012
55,72,410,239,37,cars_train/01757.jpg,BMW Z4 Convertible 2012
23,52,288,183,180,cars_train/01759.jpg,Suzuki Aerio Sedan 2007
23,27,611,426,182,cars_train/01761.jpg,Suzuki SX4 Hatchback 2012
1,700,1189,1159,11,cars_train/01762.jpg,Audi RS 4 Convertible 2008
104,122,450,335,174,cars_train/01763.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012
56,40,195,160,110,cars_train/01765.jpg,Ford Ranger SuperCab 2011
20,33,414,278,89,cars_train/01766.jpg,Dodge Dakota Crew Cab 2010
84,107,496,254,10,cars_train/01767.jpg,Aston Martin Virage Coupe 2012
65,66,386,270,147,cars_train/01769.jpg,Jeep Grand Cherokee SUV 2012
86,159,659,406,46,cars_train/01770.jpg,Buick Regal GS 2012
40,53,561,346,155,cars_train/01771.jpg,Lincoln Town Car Sedan 2011
35,42,274,154,38,cars_train/01772.jpg,Bentley Continental Supersports Conv. Convertible 2012
7,69,289,216,107,cars_train/01773.jpg,Ford Freestar Minivan 2007
15,36,629,291,30,cars_train/01775.jpg,BMW 6 Series Convertible 2007
49,177,388,318,174,cars_train/01776.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012
36,99,585,426,21,cars_train/01778.jpg,Audi S5 Coupe 2012
26,181,879,562,111,cars_train/01779.jpg,Ford GT Coupe 2006
29,74,619,376,116,cars_train/01781.jpg,Ford Fiesta Sedan 2012
48,9,610,247,16,cars_train/01782.jpg,Audi 100 Sedan 1994
39,44,472,247,14,cars_train/01783.jpg,Audi R8 Coupe 2012
19,184,886,722,94,cars_train/01784.jpg,Dodge Durango SUV 2007
22,69,231,154,72,cars_train/01785.jpg,Chevrolet Malibu Sedan 2007
11,26,98,68,122,cars_train/01787.jpg,Geo Metro Convertible 1993
9,11,141,85,87,cars_train/01788.jpg,Dodge Sprinter Cargo Van 2009
45,81,578,397,112,cars_train/01790.jpg,Ford F-150 Regular Cab 2012
40,58,1916,1018,169,cars_train/01791.jpg,Nissan Juke Hatchback 2012
115,157,619,361,177,cars_train/01794.jpg,Scion xD Hatchback 2012
28,47,1007,598,77,cars_train/01795.jpg,Chrysler Town and Country Minivan 2012
127,49,552,331,77,cars_train/01796.jpg,Chrysler Town and Country Minivan 2012
42,158,496,355,170,cars_train/01798.jpg,Nissan 240SX Coupe 1998
52,105,233,194,83,cars_train/01799.jpg,Dodge Caliber Wagon 2007
15,25,239,182,94,cars_train/01801.jpg,Dodge Durango SUV 2007
10,42,298,203,75,cars_train/01802.jpg,Chrysler Aspen SUV 2009
58,48,340,217,12,cars_train/01803.jpg,Audi A5 Coupe 2012
37,334,1486,1120,92,cars_train/01804.jpg,Dodge Challenger SRT8 2011
15,37,284,160,14,cars_train/01805.jpg,Audi R8 Coupe 2012
14,135,374,268,33,cars_train/01807.jpg,BMW M3 Coupe 2012
82,133,974,665,74,cars_train/01808.jpg,Chevrolet Silverado 1500 Regular Cab 2012
39,155,555,343,176,cars_train/01809.jpg,Rolls-Royce Phantom Sedan 2012
21,243,617,422,20,cars_train/01810.jpg,Audi S5 Convertible 2012
118,140,364,303,51,cars_train/01811.jpg,Cadillac SRX SUV 2012
57,64,1005,608,58,cars_train/01812.jpg,Chevrolet Camaro Convertible 2012
81,185,385,333,154,cars_train/01813.jpg,Land Rover LR2 SUV 2012
6,128,448,341,193,cars_train/01814.jpg,Volvo 240 Sedan 1993
14,23,250,163,53,cars_train/01815.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
111,92,645,435,77,cars_train/01816.jpg,Chrysler Town and Country Minivan 2012
32,14,437,287,51,cars_train/01817.jpg,Cadillac SRX SUV 2012
22,52,257,176,7,cars_train/01819.jpg,Aston Martin V8 Vantage Convertible 2012
88,233,956,620,163,cars_train/01820.jpg,Mercedes-Benz E-Class Sedan 2012
87,129,758,358,28,cars_train/01821.jpg,BMW 3 Series Sedan 2012
23,28,600,412,138,cars_train/01822.jpg,Hyundai Elantra Touring Hatchback 2012
82,109,450,300,80,cars_train/01823.jpg,Chrysler PT Cruiser Convertible 2008
79,49,555,421,34,cars_train/01825.jpg,BMW M5 Sedan 2010
31,10,621,400,84,cars_train/01826.jpg,Dodge Caravan Minivan 1997
70,105,443,285,48,cars_train/01828.jpg,Buick Verano Sedan 2012
36,103,589,325,138,cars_train/01829.jpg,Hyundai Elantra Touring Hatchback 2012
78,106,709,502,131,cars_train/01830.jpg,Hyundai Tucson SUV 2012
29,18,157,86,0,cars_train/01832.jpg,AM General Hummer SUV 2000
21,97,622,387,10,cars_train/01833.jpg,Aston Martin Virage Coupe 2012
72,94,577,397,90,cars_train/01835.jpg,Dodge Dakota Club Cab 2007
81,87,581,348,86,cars_train/01836.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
79,118,373,262,89,cars_train/01837.jpg,Dodge Dakota Crew Cab 2010
5,37,280,157,26,cars_train/01838.jpg,BMW 1 Series Convertible 2012
98,55,686,463,143,cars_train/01840.jpg,Jaguar XK XKR 2012
5,56,495,210,25,cars_train/01841.jpg,BMW ActiveHybrid 5 Sedan 2012
30,36,452,237,162,cars_train/01842.jpg,Mercedes-Benz SL-Class Coupe 2009
17,87,635,468,185,cars_train/01843.jpg,Toyota Sequoia SUV 2012
33,176,608,468,193,cars_train/01844.jpg,Volvo 240 Sedan 1993
65,65,268,180,161,cars_train/01845.jpg,Mercedes-Benz C-Class Sedan 2012
137,391,926,675,149,cars_train/01846.jpg,Lamborghini Reventon Coupe 2008
160,208,1465,1018,54,cars_train/01847.jpg,Chevrolet Corvette Convertible 2012
23,104,447,306,22,cars_train/01848.jpg,Audi S4 Sedan 2012
309,190,970,506,139,cars_train/01850.jpg,Hyundai Azera Sedan 2012
11,104,293,185,30,cars_train/01851.jpg,BMW 6 Series Convertible 2007
27,21,626,433,7,cars_train/01852.jpg,Aston Martin V8 Vantage Convertible 2012
270,320,999,763,193,cars_train/01853.jpg,Volvo 240 Sedan 1993
82,53,323,173,34,cars_train/01854.jpg,BMW M5 Sedan 2010
81,171,582,452,114,cars_train/01855.jpg,Ford Focus Sedan 2007
49,124,453,280,120,cars_train/01856.jpg,GMC Acadia SUV 2012
11,77,267,180,43,cars_train/01857.jpg,Bentley Continental Flying Spur Sedan 2007
114,11,542,414,171,cars_train/01859.jpg,Plymouth Neon Coupe 1999
67,119,601,406,190,cars_train/01860.jpg,Volkswagen Golf Hatchback 1991
13,42,497,366,147,cars_train/01861.jpg,Jeep Grand Cherokee SUV 2012
20,103,602,354,101,cars_train/01862.jpg,Ferrari California Convertible 2012
64,202,898,574,5,cars_train/01864.jpg,Acura Integra Type R 2001
19,83,631,404,190,cars_train/01865.jpg,Volkswagen Golf Hatchback 1991
364,343,720,543,98,cars_train/01866.jpg,FIAT 500 Abarth 2012
108,8,466,268,194,cars_train/01867.jpg,Volvo XC90 SUV 2007
78,63,564,344,25,cars_train/01868.jpg,BMW ActiveHybrid 5 Sedan 2012
43,51,232,144,39,cars_train/01871.jpg,Bentley Arnage Sedan 2009
17,29,615,377,176,cars_train/01872.jpg,Rolls-Royce Phantom Sedan 2012
223,160,1420,907,106,cars_train/01873.jpg,Ford Mustang Convertible 2007
17,34,231,163,69,cars_train/01874.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
68,197,1238,721,166,cars_train/01875.jpg,Mitsubishi Lancer Sedan 2012
43,101,961,612,14,cars_train/01877.jpg,Audi R8 Coupe 2012
64,110,738,529,131,cars_train/01878.jpg,Hyundai Tucson SUV 2012
25,44,608,292,30,cars_train/01879.jpg,BMW 6 Series Convertible 2007
120,324,890,731,13,cars_train/01880.jpg,Audi TTS Coupe 2012
47,34,429,258,66,cars_train/01881.jpg,Chevrolet Malibu Hybrid Sedan 2010
8,103,620,368,117,cars_train/01882.jpg,GMC Terrain SUV 2012
36,146,558,342,21,cars_train/01883.jpg,Audi S5 Coupe 2012
67,57,560,411,129,cars_train/01885.jpg,Hyundai Veloster Hatchback 2012
11,25,320,225,99,cars_train/01886.jpg,FIAT 500 Convertible 2012
97,326,1519,927,111,cars_train/01887.jpg,Ford GT Coupe 2006
32,114,688,406,77,cars_train/01888.jpg,Chrysler Town and Country Minivan 2012
157,153,392,310,99,cars_train/01889.jpg,FIAT 500 Convertible 2012
210,382,1134,716,25,cars_train/01890.jpg,BMW ActiveHybrid 5 Sedan 2012
56,95,627,368,1,cars_train/01891.jpg,Acura RL Sedan 2012
42,47,292,192,36,cars_train/01892.jpg,BMW X3 SUV 2012
84,86,571,348,118,cars_train/01893.jpg,GMC Savana Van 2012
51,84,616,398,136,cars_train/01894.jpg,Hyundai Genesis Sedan 2012
76,181,938,748,75,cars_train/01895.jpg,Chrysler Aspen SUV 2009
28,172,961,767,113,cars_train/01897.jpg,Ford F-150 Regular Cab 2007
246,169,589,353,48,cars_train/01898.jpg,Buick Verano Sedan 2012
20,90,632,339,134,cars_train/01899.jpg,Hyundai Elantra Sedan 2007
11,15,277,157,114,cars_train/01900.jpg,Ford Focus Sedan 2007
56,92,446,327,6,cars_train/01901.jpg,Acura ZDX Hatchback 2012
1,77,449,233,121,cars_train/01902.jpg,GMC Canyon Extended Cab 2012
154,277,1453,979,84,cars_train/01903.jpg,Dodge Caravan Minivan 1997
9,28,247,179,75,cars_train/01906.jpg,Chrysler Aspen SUV 2009
45,8,233,178,110,cars_train/01907.jpg,Ford Ranger SuperCab 2011
83,68,551,237,167,cars_train/01910.jpg,Nissan Leaf Hatchback 2012
91,175,567,410,5,cars_train/01911.jpg,Acura Integra Type R 2001
74,84,963,567,187,cars_train/01913.jpg,Toyota Corolla Sedan 2012
49,43,212,153,115,cars_train/01914.jpg,Ford E-Series Wagon Van 2012
6,119,494,276,38,cars_train/01916.jpg,Bentley Continental Supersports Conv. Convertible 2012
38,22,790,450,131,cars_train/01917.jpg,Hyundai Tucson SUV 2012
8,3,135,86,0,cars_train/01918.jpg,AM General Hummer SUV 2000
26,133,618,347,35,cars_train/01919.jpg,BMW M6 Convertible 2010
118,8,790,598,115,cars_train/01920.jpg,Ford E-Series Wagon Van 2012
28,86,345,215,69,cars_train/01921.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
112,274,1534,886,181,cars_train/01922.jpg,Suzuki Kizashi Sedan 2012
64,246,955,590,111,cars_train/01923.jpg,Ford GT Coupe 2006
331,486,1212,917,158,cars_train/01924.jpg,Mazda Tribute SUV 2011
29,86,614,456,77,cars_train/01925.jpg,Chrysler Town and Country Minivan 2012
10,53,631,294,102,cars_train/01926.jpg,Ferrari 458 Italia Convertible 2012
29,108,606,416,108,cars_train/01927.jpg,Ford Expedition EL SUV 2009
15,166,488,383,42,cars_train/01929.jpg,Bentley Continental GT Coupe 2007
74,43,839,490,186,cars_train/01930.jpg,Toyota Camry Sedan 2012
94,235,571,486,135,cars_train/01931.jpg,Hyundai Accent Sedan 2012
61,67,570,344,51,cars_train/01932.jpg,Cadillac SRX SUV 2012
96,144,652,394,46,cars_train/01933.jpg,Buick Regal GS 2012
83,322,1415,773,104,cars_train/01934.jpg,Fisker Karma Sedan 2012
171,179,544,381,42,cars_train/01935.jpg,Bentley Continental GT Coupe 2007
78,99,736,438,145,cars_train/01936.jpg,Jeep Wrangler SUV 2012
212,192,578,332,102,cars_train/01937.jpg,Ferrari 458 Italia Convertible 2012
28,42,474,341,69,cars_train/01938.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
1,7,200,125,176,cars_train/01940.jpg,Rolls-Royce Phantom Sedan 2012
135,753,2152,1461,73,cars_train/01941.jpg,Chevrolet Silverado 1500 Extended Cab 2012
32,322,809,652,83,cars_train/01943.jpg,Dodge Caliber Wagon 2007
17,54,288,189,12,cars_train/01944.jpg,Audi A5 Coupe 2012
17,31,289,178,77,cars_train/01946.jpg,Chrysler Town and Country Minivan 2012
3,89,300,260,85,cars_train/01947.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
55,110,454,280,24,cars_train/01948.jpg,Audi TT RS Coupe 2012
15,1,379,221,70,cars_train/01949.jpg,Chevrolet Express Van 2007
80,123,419,293,162,cars_train/01950.jpg,Mercedes-Benz SL-Class Coupe 2009
